"SWSN_ID","SWSN_Site","EASTING","NORTHING"
665,"Aragon",726518,3751658
708,"Aztec",767672,4080788
720,"Pueblo Pintado",799927,3986515
727,"Morris 39",747943,4082548
728,"Holmes Group",751443,4090298
730,"Flora Vista",759969,4075422
733,"Jaquez",757570,4064586
734,"Fort Wingate",723688,3932280
735,"Newcomb Community",705338,4017513
743,"Twin Angels",773305,4052620
745,"Lizard House--Cebolleta Mesa",780163,3850345
750,"Skunk Springs",701591,4012703
754,"Crumbled House",699564,4010757
811,"LA 8240",711828,3991287
824,"Salmon",765586,4065874
870,"Raton Well",813267,3979318
876,"Reservoir Ruin",809940,3973140
879,"Eagle Nest",723902,4071376
903,"Kello Blancett",763879,4077000
906,"Morris' Old Fort",748558,4066051
964,"Hinkson Ranch",682727,3852700
967,"Miller Ranch",723837,3871250
971,"Kin Cheops II",735283,3827570
977,"Eagle Crag",606275,3964325
984,"Sunrise Springs GH",614374,3940435
989,"Kinlichee",642857,3957960
994,"Cornfields",621574,3947743
1098,"Tom's Rock",745057,3817900
1099,"Goesling",683680,3809690
1103,"Hubble Corner",736597,3818100
1239,"Bean Patch",670510,3835209
1240,"Garcia Ranch",674487,3824434
1244,"Carter Ranch Pueblo",598996,3819199
1256,"Seven Springs",637459,3849669
1288,"Village of the Great Kivas",709707,3897370
1307,"Fenced Up Horse Canyon",716699,3930057
1314,"Los Gigantes",736737,3887260
1316,"Spier 81",714487,3887930
1365,"Wupatki",466195,3930915
1368,"Lukachukai GH",652757,4034681
1373,"Antelope House",639851,4002395
1376,"White House",637717,3999840
1377,"Salina Springs",602457,3987510
1394,"Ridge Ruin",466788,3896820
1531,"Burnt Corn GH",578087,3994960
1618,"Castle Rock Pueblo",693394,4135134
1934,"LA 4030",682717,3809979
1935,"Morris 41",750051,4096618
1942,"Cerro Prieto--Quemado",718457,3829700
1945,"Tse Taak'a",712819,4070185
1946,"Twin Towers",681637,4085968
1967,"Atsee Nitsaa",684727,3918160
1988,"Cox Ranch",702990,3807002
1989,"Largo Gap",720901,3808695
2132,"JR's Entremetido",703832,3844611
2474,"Rocky Point Site",648937,3895200
2512,"Tsintaa Yitilii",610637,3964964
2542,"Plaza Site",556551,3902471
2575,"Round Rock GH",641737,4040251
2602,"Dancing Rock GH",625938,4062202
2748,"Jackson Lake",748098,4077361
2760,"LA 29441",748459,4083226
2766,"LA 37601",747546,4081936
2791,"The Gap--San Juan",682798,4046392
2856,"South Ruin",741576,3880144
2915,"Tri-R",746984,3821450
2982,"FSOP02 Great Kiva",723705,3865828
2985,"Bosson Wash GH",687437,3887930
2997,"Casa Mosca",780508,3849758
2999,"Dittert Ranch",777477,3839435
3000,"LA 102391",777465,3840703
3001,"LA 11670",780293,3850343
3002,"Las Ventanas",790393,3874766
3003,"10 Acre Ruin",647236,4163846
3004,"5 Acre Ruin",643837,4156903
3005,"Albert Porter",694215,4151766
3006,"Allentown",669570,3903409
3007,"Andrews",771652,3921810
3008,"Andrews Great Kiva AZ",636074,3900545
3009,"Ansell Hall",686737,4167652
3010,"AR-03-01-02-130",520215,3822050
3011,"AR-03-01-02-1441",508542,3824313
3012,"AR-03-01-02-150",523806,3825582
3013,"AR-03-01-02-1531",539037,3818635
3014,"AR-03-01-02-287",528917,3819327
3015,"AR-03-01-02-292",528552,3819520
3017,"Arch Canyon",617343,4156353
3018,"AZ K:13:41 (ASM)",610636,3875060
3019,"AZ K-3:13:2",608950,3891750
3020,"AZ P:11:124 (ASU)",585200,3809300
3021,"AZ P:11:130 (ASU)",581000,3807500
3022,"AZ P:11:55 (ASU)",565977,3796340
3023,"AZ P:11:57 (ASU)",566858,3799360
3024,"AZ P:12:105 (ASU)",577836,3815000
3025,"AZ P:12:128 (ASM)",580837,3790750
3026,"AZ P:12:404 (ASM)",576895,3814555
3027,"AZ P:12:76 (ASU)",577036,3814100
3028,"AZ P:12:99 (ASU)",576186,3814500
3029,"AZ P:16:153 (ASM)",578917,3787700
3030,"AZ P:16:160 (ASM)",579747,3787859
3031,"AZ P:16:90 (ASM)",580817,3790150
3032,"AZ Q:13:1 (ASU)",593900,3774000
3033,"AZ Q:3:64 (ASM)",647186,3849200
3035,"Bad Dog Ridge",635497,3925270
3037,"Badger House",718868,4118745
3038,"Badger Springs",687137,3889200
3039,"Bancos Village",816369,4091573
3040,"Bee Burrow",768470,3970684
3041,"Bell Cow Canyon",547850,3846000
3042,"Bent Knee Wash",636184,3918608
3043,"Beth's Great Kiva",701137,3959730
3044,"Bis'saani East",789164,3998430
3045,"Bis'saani West",789016,3998431
3046,"Black Creek Flat",699137,3956300
3047,"Black Mesa Ruin",626039,4154422
3048,"Blackrock Gaddy",634857,3917200
3049,"Blue J",769045,3925650
3050,"Blue Mesa",777261,4121990
3051,"Bluewater Spring",766035,3946679
3052,"Bluff Great House",627928,4127728
3053,"Bluff Bench Great Kiva",627708,4136405
3054,"Burroweed",506997,3837619
3055,"Canyon Butte",601007,3858095
3056,"Carhart Ruin",670003,4174248
3057,"Carol's Ruin",683417,4152900
3058,"Carvell Ruin",687937,4173002
3059,"Casa Abajo",746210,3985352
3060,"Casa Chiquita",772289,3995848
3061,"Casa Cielo",746729,3985386
3062,"Casa del Rio",762315,3998132
3063,"Casa Escondida",758690,3983927
3064,"Casa Estrella",748726,3956706
3065,"Casa Negra",697737,4141302
3066,"Casa Patricio",771643,3981907
3067,"Casa Rinconada",773842,3994276
3068,"Casamero",767495,3924294
3069,"Cerro Pomo",710317,3803250
3070,"Chaco East",792606,3987319
3071,"Chacra Mesa Great Kiva",783798,3989759
3072,"Chambers Great House",640188,3896527
3073,"Chetro Ketl",774337,3994918
3074,"Chimney Rock",827880,4122533
3075,"Church Rock",722110,3942383
3076,"Cline Point",557950,3797900
3077,"Clines Crest",714524,4158633
3078,"Coalbed Village",655116,4163340
3079,"Comb Wash",618360,4151860
3081,"Coolidge",741024,3930627
3083,"Cothruns",573039,3799453
3084,"Cottonwood Falls",624345,4159908
3085,"Cove",660177,4049651
3086,"Coyotes Sing Here",766181,3930716
3087,"CS219",578953,3787497
3088,"CS689",508270,3829970
3089,"Cuatro Payasos",736405,4006419
3090,"Dalton Pass",744858,3955547
3091,"Danson 202",726946,3798468
3092,"Decker Ruin",629166,4139632
3093,"Deer Springs",698987,3957570
3094,"Devil's Highway",701437,3963150
3095,"Dosh Chevelon Great Kiva",513150,3827000
3096,"Dzil Nda Kai",718484,3969352
3097,"Edge of the Cedars",633187,4165966
3098,"El Malpais",697307,4082971
3099,"El Rito",800557,3912534
3100,"Elsworth",503290,3832910
3101,"Escalon A",736326,4001633
3102,"Escalon B",736326,4001633
3103,"Et Al Site",593040,4140990
3104,"Fajada Gap Great Kiva",777033,3991275
3105,"Far View House",721448,4124178
3106,"Figueredo",701834,3960773
3107,"Fort Defiance--Thunder Ridge",679077,3955000
3108,"Fortified Spur",674053,4133239
3109,"Ganado",628904,3952450
3111,"Garcia Ranch Bench",673720,3822180
3113,"Gonzales Well",693420,3893510
3114,"Goodman Point",700737,4142802
3115,"Grass Mesa",715916,4161296
3116,"Greasewood Flat",654000,4133000
3117,"Greasy Hill",776782,3998886
3118,"Great Bend House A",726800,4004960
3119,"Great Bend House B",726858,4004978
3120,"Great Bend West",721236,4006790
3121,"Houselet East",631466,3887820
3122,"Houselet West",631466,3887820
3123,"Greenlee",777548,3982884
3124,"Grey Hill Spring",723714,3989388
3125,"Grey Ridge",711357,3961800
3126,"Guadalupe",851300,3937415
3127,"H Spear",683750,3850341
3128,"Halfway House",774460,4031383
3129,"Hammond Canyon",614595,4174521
3130,"Hampton",677380,4163128
3131,"Hartman Draw",713874,4144403
3132,"Hawikku Court Kivas",684063,3867398
3133,"Haynie Ruin",720956,4139877
3134,"Haystack",783132,3915618
3135,"Hedley Ruin",670387,4165703
3136,"Hogback",720541,4059341
3137,"Hoskaninni Mesa",555110,4094750
3138,"Houck",662337,3905260
3139,"Hough's Great Kiva",576218,3789840
3140,"House Creek",718281,4155806
3141,"House of the Giant Midden",738048,3999158
3142,"Hungo Pavi",776572,3993857
3143,"Hunter's Point",673314,3935048
3144,"Hurley Site",754037,3954780
3145,"Ida Jean",720072,4139889
3146,"Iyanbito Great Kiva",731750,3931600
3147,"Kearn's Site",681152,4149571
3148,"Kiatuthlanna GH",644962,3852681
3149,"Kin Bineola",757709,3988096
3150,"Kin Cheops I",735745,3827343
3151,"Kin Henio",758997,3922890
3152,"Kin Hochoi",682796,3921328
3153,"Kin Indian Ruin",774564,4001204
3154,"Kin Kletso",772905,3995422
3155,"Kin Klizhin",763743,3991110
3156,"Kin Nahasbas",778096,3992381
3157,"Kin Sani",765935,3932774
3158,"Kin Tliish",780937,3916805
3159,"Kin Trinklebert",619256,3882120
3160,"Kin Ya'a",761222,3951855
3161,"Kiva Point",725423,4110229
3162,"Kristie's Ruin",683701,4153184
3163,"La Plata",746066,4093840
3164,"LA 100280",729887,3931930
3165,"LA 115436",703127,3867310
3166,"LA 12573 A",782318,3915356
3167,"LA 126820",775508,3981124
3168,"LA 126862",775306,3977985
3169,"LA 17226",754403,3955235
3170,"LA 17257",754411,3955591
3171,"LA 2520",739473,4083148
3172,"LA 34577",707737,3884290
3173,"LA 34597",707077,3883620
3174,"LA 38012",682137,3899670
3175,"LA 38113",767387,3924680
3176,"LA 40015",761047,3952090
3177,"LA 40081",775387,3980905
3178,"LA 40415",769778,3997235
3179,"LA 40423",769973,3996620
3180,"LA 40457",767748,3994635
3181,"LA 40631",776930,3991621
3182,"LA 41642",783450,3990540
3183,"LA 47526",682737,3915500
3184,"LA 51382",757757,3923490
3185,"LA 51398",758077,3923240
3186,"LA 51418",758087,3922870
3187,"LA 59282",679017,3919270
3188,"LA 60002",766895,4080672
3189,"LA 60006",767119,4080877
3190,"LA 60021",767711,4081392
3191,"LA 60022",767807,4081539
3192,"LA 60024",768253,4082643
3193,"LA 60746",747848,4077401
3194,"LA 67158",767577,3924370
3195,"LA 67336",721577,3940250
3196,"LA 67352",721627,3942000
3198,"LA 72343",755563,3952700
3199,"LA 7603",698839,4030874
3200,"LA 8244",684854,4052621
3201,"LA 82742",714497,3887960
3202,"LA 8620",732425,4067738
3203,"LA 98500",769665,4097122
3204,"Lake Valley",754762,3999716
3207,"Lancaster",689200,4163620
3208,"Loma Enebro",772467,4096847
3209,"Longacre 15",652621,3815165
3210,"Los Veteados Great Kiva",778179,3839778
3211,"Lower Cow Canyon",681004,4158918
3212,"Lower Greenlee",777926,3982731
3213,"Lower Kin Nizhoni",792664,3918753
3214,"Lowry",683644,4161767
3215,"LZ 1090 Group",683650,3849800
3216,"Mac-Stod",628211,3879128
3217,"Mancos Canyon",702657,4157924
3218,"Martin Site 1",688937,4166202
3219,"May Canyon",718220,4153811
3220,"McCarty's GH",804600,3884500
3221,"McCreery",610559,3875051
3223,"Medlin Ranch",744980,3819150
3224,"Mesa Tierra",762226,3996341
3225,"Millard",704667,4139392
3226,"Mineral Creek",624447,3804298
3227,"Mitchell Springs",713107,4133642
3228,"Mitten Rock",685007,4052731
3229,"Moki Island",638080,4165343
3230,"Montezuma Bench",646052,4125736
3231,"Montezuma Creek",652837,4174053
3232,"Montezuma Village North",652637,4174303
3233,"Montezuma Village South",652967,4173703
3234,"Morefield",729438,4124647
3235,"Morris 20",746988,4111652
3236,"Morris 23",749403,4104639
3237,"Morris 25",739855,4106272
3238,"Mouth of Navajo Canyon",720737,4104951
3239,"Mud Tank",590450,3879550
3240,"Muddy Water",754411,3955359
3241,"NA 8800",582737,4043979
3242,"Nancy Patterson",658562,4144241
3243,"Nancy Patterson Great Kiva",658562,4144241
3244,"Naschitti A",709179,3996811
3245,"Naschitti B",708315,3996826
3246,"Navajo North",631876,3888000
3247,"Navajo South",634086,3887400
3248,"Navajo Springs",638716,3890700
3249,"Navajo Territorial Gov't Complex",637050,3885100
3250,"New Alto",773806,3995967
3251,"North Lowry",683857,4161902
3252,"Oak Wash--Zuni",697837,3885500
3253,"Owen Site",593650,4155402
3254,"Padilla Well",767776,3994352
3255,"Parker Site",636847,4154778
3256,"Peach Springs",723048,3964082
3257,"Penasco Blanco",769845,3997176
3258,"Pierre's El Faro",774248,4015349
3259,"Pierre's House A",774379,4015124
3260,"Pierre's House B/C",774389,4015176
3261,"Point Pueblo",752575,4066420
3262,"Pueblo Alto",773975,3995998
3263,"Pueblo Bonito",773657,3994943
3264,"Pueblo Cerrito",780279,3850118
3265,"Pueblo de los Golondrinas",716597,4155212
3266,"Pueblo del Arroyo",773303,3994972
3267,"Ram Mesa",722837,3944700
3268,"Reagan 277",633054,3968963
3269,"Recapture GK",638338,4141835
3270,"Red Knobs",620117,4168453
3272,"Red Pottery Mound",698147,4160332
3273,"Red Willow",708390,3967384
3274,"Redonda",774218,3923314
3275,"Reservoir--Northern San Juan",717968,4149732
3276,"Rincon Great Kiva",615175,4120243
3277,"Roadside Great Kiva",508987,3925520
3278,"Rock Crossing Pueblo",679218,3821740
3279,"Sally's Site 17",749426,3827257
3280,"Sambrito Village",816479,4097186
3281,"San Mateo",804486,3916425
3282,"Sand Ridge",512617,3830940
3283,"Sanders GH",651387,3895780
3284,"Sanostee",717450,4038444
3285,"Showlow Roads",581624,3802821
3286,"Singing Shelter",718438,4156071
3287,"Skull Site",780087,3850111
3289,"Springstead",721997,3940860
3290,"Squaw Springs",732669,4084876
3291,"Standing Rock",734772,3968182
3292,"Sundown",579373,3866399
3293,"Swamp Tank",628886,3885300
3294,"Teec Nos Pos",668497,4088502
3296,"The Twins Northeast",709457,3959589
3297,"The Twins Southwest",709417,3959500
3298,"This Isn't It",609697,3965700
3299,"Three Kiva Ruin",654317,4158603
3301,"Tla Kii",584397,3777199
3302,"Tocito North",698554,4031882
3303,"Tocito South",698554,4031882
3304,"Toh La Kai",703611,3947909
3305,"Toyee",603717,3956920
3306,"Tse Bee Kintsoh",758301,3922670
3307,"Tse Chizzi",588437,3978100
3308,"Tse La Vie",798925,3934158
3309,"Tse Lichii",788069,3984164
3310,"Tseyatoh",687723,3932071
3311,"Tsin Kletzin",774103,3992272
3313,"Twin Lakes",700509,3955598
3314,"Two Grey Hills GK",694817,4013370
3315,"Una Vida",778246,3992102
3316,"Upper Kin Klizhin",771898,3983217
3317,"Upper Kin Nizhoni",792214,3918715
3318,"Ute Gravel Pit",638354,4147156
3319,"Vidal Canyon",707488,3936822
3320,"Wallace Ruin",721562,4139552
3321,"Wancura-Johnson GK",684131,4180283
3322,"Waving Wand GK",618245,4163854
3323,"Weber Canyon",735938,4121982
3324,"West Ranch",587387,3774669
3325,"Whirlpool",579012,3984200
3326,"Whirlwind House",726516,3992123
3327,"Whitewater",669640,3903300
3328,"Wijiji",782112,3991391
3329,"Willow Canyon--San Juan Basin",732330,4002859
3330,"Wolye Adin",682997,3920530
3332,"Yellow Jacket",702703,4154395
3333,"Yucca House",705180,4125177
3334,"Escalante GH",717017,4150696
3335,"LA 35420",780469,3987733
3336,"LA 40082",775547,3981055
3337,"AZ P:15:14 (ASU)",566397,3789660
3340,"Salt Point",793822,4061233
3343,"Todie Flats",594814,4148876
3344,"Gravel Pit Ruin",637900,4141575
3347,"LA 103458",701497,3963000
3348,"LA 145983",711579,3983905
3349,"LA 89443",736326,4001633
3350,"AZ-P-52-8-NN",634760,3889090
3351,"Cerritos de Jaspe GK",773267,3870400
3353,"Andrews Great Kiva NM",772070,3921210
3355,"HST Great Kiva",592550,4143384
3356,"Sand Canyon Pueblo",696900,4141280
3358,"Woods Canyon Pueblo",693370,4149800
3359,"Seven Towers",683550,4145950
3360,"Bass Complex",692085,4150790
3361,"Rich's Ruin",692370,4147740
3363,"Kin Bineola Great Kiva 2",758258,3984400
3364,"Mud Springs--Northern San Juan",708053,4131509
3366,"Haystack Great Kiva 2",782318,3915356
3367,"NA 8013",642857,3957960
3368,"NA 8014",642857,3957960
3369,"Prater Village",728128,4124424
3370,"Whites Canyon Pueblo",733044,4124339
3371,"34-plex Complex",723220,4127544
3372,"Sacred Ridge",771090,4124200
3374,"5DL554",677720,4160570
3375,"5MT107",700710,4151220
3377,"Maxwell Community",712423,4133101
3380,"5MT2766",718040,4149550
3381,"Airstrip Site",713527,4142504
3383,"5MT36",700310,4149470
3387,"Upper Battleship Rock Pueblo",723625,4124789
3396,"Farmer Complex",768292,4082353
3397,"Barker Arroyo Great House",739473,4083148
3398,"LA 29442",748758,4083231
3399,"Aztec North",767472,4081316
3400,"East Mesita",765616,4077495
3401,"Gillentine Site",764789,4076817
3402,"LA 65029",748678,4083151
3403,"San Juan Biwall",688537,4084801
3404,"Canal Creek Great Kiva",689737,4085601
3406,"Jackson's Hovenweep Castle",682668,4138481
3407,"5MT1692",692560,4143050
3410,"Cannonball Ruins",679760,4134940
3412,"5MT7414",702150,4138720
3416,"Sun Temple",724161,4116128
3417,"Dein Site",768292,4082353
3420,"Shields Pueblo",700734,4143238
3428,"Bowman Site East",699257,3952400
3429,"Dye Wash",710887,3960549
3457,"Cottonwood Seep",633083,3876751
